SrNo,Juz,JuzNameArabic,JuzNameEnglish,SurahNo,SurahNameArabic,SurahNameEnglish,SurahMeaning,WebLink,Classification,AyahNo,EnglishTranslation,OrignalArabicText,ArabicText,ArabicWordCount,ArabicLetterCount
2624,17,اقْتَرَبَ,Aqtarabo,22,الحج,Al-Hajj,The Pilgrimage,https://quran.com/22/29,Medani,29,"""Then let them complete the rites prescribed for them, perform their vows, and (again) circumambulate the Ancient House.""",ثُمَّ لْيَقْضُوا تَفَثَهُمْ وَلْيُوفُوا نُذُورَهُمْ وَلْيَطَّوَّفُوا بِالْبَيْتِ الْعَتِيقِ,ثم ليقضوا تفثهم وليوفوا نذورهم وليطوفوا بالبيت العتيق,8,46
2625,17,اقْتَرَبَ,Aqtarabo,22,الحج,Al-Hajj,The Pilgrimage,https://quran.com/22/30,Medani,30,"Such (is the Pilgrimage): whoever honours the sacred rites of Allah, for him it is good in the Sight of his Lord. Lawful to you (for food in Pilgrimage) are cattle, except those mentioned to you (as exception): but shun the abomination of idols, and shun the word that is false,-",ذَٰلِكَ وَمَنْ يُعَظِّمْ حُرُمَاتِ اللَّهِ فَهُوَ خَيْرٌ لَهُ عِنْدَ رَبِّهِ ۗ وَأُحِلَّتْ لَكُمُ الْأَنْعَامُ إِلَّا مَا يُتْلَىٰ عَلَيْكُمْ ۖ فَاجْتَنِبُوا الرِّجْسَ مِنَ الْأَوْثَانِ وَاجْتَنِبُوا قَوْلَ الزُّورِ,ذلك ومن يعظم حرمات الله فهو خير له عند ربه ۗ وأحلت لكم الأنعام إلا ما يتلى عليكم ۖ فاجتنبوا الرجس من الأوثان واجتنبوا قول الزور,26,102
2626,17,اقْتَرَبَ,Aqtarabo,22,الحج,Al-Hajj,The Pilgrimage,https://quran.com/22/31,Medani,31,"Being true in faith to Allah, and never assigning partners to Him: if anyone assigns partners to Allah, is as if he had fallen from heaven and been snatched up by birds, or the wind had swooped (like a bird on its prey) and thrown him into a far-distant place.",حُنَفَاءَ لِلَّهِ غَيْرَ مُشْرِكِينَ بِهِ ۚ وَمَنْ يُشْرِكْ بِاللَّهِ فَكَأَنَّمَا خَرَّ مِنَ السَّمَاءِ فَتَخْطَفُهُ الطَّيْرُ أَوْ تَهْوِي بِهِ الرِّيحُ فِي مَكَانٍ سَحِيقٍ,حنفاء لله غير مشركين به ۚ ومن يشرك بالله فكأنما خر من السماء فتخطفه الطير أو تهوي به الريح في مكانٍ سحيقٍ,22,84
2627,17,اقْتَرَبَ,Aqtarabo,22,الحج,Al-Hajj,The Pilgrimage,https://quran.com/22/32,Medani,32,"Such (is his state): and whoever holds in honour the symbols of Allah, (in the sacrifice of animals), such (honour) should come truly from piety of heart.",ذَٰلِكَ وَمَنْ يُعَظِّمْ شَعَائِرَ اللَّهِ فَإِنَّهَا مِنْ تَقْوَى الْقُلُوبِ,ذلك ومن يعظم شعائر الله فإنها من تقوى القلوب,9,36
2628,17,اقْتَرَبَ,Aqtarabo,22,الحج,Al-Hajj,The Pilgrimage,https://quran.com/22/33,Medani,33,In them ye have benefits for a term appointed: in the end their place of sacrifice is near the Ancient House.,لَكُمْ فِيهَا مَنَافِعُ إِلَىٰ أَجَلٍ مُسَمًّى ثُمَّ مَحِلُّهَا إِلَى الْبَيْتِ الْعَتِيقِ,لكم فيها منافع إلى أجلٍ مسمى ثم محلها إلى البيت العتيق,11,44
2629,17,اقْتَرَبَ,Aqtarabo,22,الحج,Al-Hajj,The Pilgrimage,https://quran.com/22/34,Medani,34,"To every people did We appoint rites (of sacrifice), that they might celebrate the name of Allah over the sustenance He gave them from animals (fit for food). But your god is One God: submit then your wills to Him (in Islam): and give thou the good news to those who humble themselves,-",وَلِكُلِّ أُمَّةٍ جَعَلْنَا مَنْسَكًا لِيَذْكُرُوا اسْمَ اللَّهِ عَلَىٰ مَا رَزَقَهُمْ مِنْ بَهِيمَةِ الْأَنْعَامِ ۗ فَإِلَٰهُكُمْ إِلَٰهٌ وَاحِدٌ فَلَهُ أَسْلِمُوا ۗ وَبَشِّرِ الْمُخْبِتِينَ,ولكل أمةٍ جعلنا منسكًا ليذكروا اسم الله على ما رزقهم من بهيمة الأنعام ۗ فإلهكم إله واحد فله أسلموا ۗ وبشر المخبتين,22,93
2630,17,اقْتَرَبَ,Aqtarabo,22,الحج,Al-Hajj,The Pilgrimage,https://quran.com/22/35,Medani,35,"To those whose hearts when Allah is mentioned, are filled with fear, who show patient perseverance over their afflictions, keep up regular prayer, and spend (in charity) out of what We have bestowed upon them.",الَّذِينَ إِذَا ذُكِرَ اللَّهُ وَجِلَتْ قُلُوبُهُمْ وَالصَّابِرِينَ عَلَىٰ مَا أَصَابَهُمْ وَالْمُقِيمِي الصَّلَاةِ وَمِمَّا رَزَقْنَاهُمْ يُنْفِقُونَ,الذين إذا ذكر الله وجلت قلوبهم والصابرين على ما أصابهم والمقيمي الصلاة ومما رزقناهم ينفقون,15,76
2631,17,اقْتَرَبَ,Aqtarabo,22,الحج,Al-Hajj,The Pilgrimage,https://quran.com/22/36,Medani,36,"The sacrificial camels we have made for you as among the symbols from Allah: in them is (much) good for you: then pronounce the name of Allah over them as they line up (for sacrifice): when they are down on their sides (after slaughter), eat ye thereof, and feed such as (beg not but) live in contentment, and such as beg with due humility: thus have We made animals subject to you, that ye may be grateful.",وَالْبُدْنَ جَعَلْنَاهَا لَكُمْ مِنْ شَعَائِرِ اللَّهِ لَكُمْ فِيهَا خَيْرٌ ۖ فَاذْكُرُوا اسْمَ اللَّهِ عَلَيْهَا صَوَافَّ ۖ فَإِذَا وَجَبَتْ جُنُوبُهَا فَكُلُوا مِنْهَا وَأَطْعِمُوا الْقَانِعَ وَالْمُعْتَرَّ ۚ كَذَٰلِكَ سَخَّرْنَاهَا لَكُمْ لَعَلَّكُمْ تَشْكُرُونَ,والبدن جعلناها لكم من شعائر الله لكم فيها خير ۖ فاذكروا اسم الله عليها صواف ۖ فإذا وجبت جنوبها فكلوا منها وأطعموا القانع والمعتر ۚ كذلك سخرناها لكم لعلكم تشكرون,30,131
2632,17,اقْتَرَبَ,Aqtarabo,22,الحج,Al-Hajj,The Pilgrimage,https://quran.com/22/37,Medani,37,"It is not their meat nor their blood, that reaches Allah: it is your piety that reaches Him: He has thus made them subject to you, that ye may glorify Allah for His Guidance to you and proclaim the good news to all who do right.",لَنْ يَنَالَ اللَّهَ لُحُومُهَا وَلَا دِمَاؤُهَا وَلَٰكِنْ يَنَالُهُ التَّقْوَىٰ مِنْكُمْ ۚ كَذَٰلِكَ سَخَّرَهَا لَكُمْ لِتُكَبِّرُوا اللَّهَ عَلَىٰ مَا هَدَاكُمْ ۗ وَبَشِّرِ الْمُحْسِنِينَ,لن ينال الله لحومها ولا دماؤها ولكن يناله التقوى منكم ۚ كذلك سخرها لكم لتكبروا الله على ما هداكم ۗ وبشر المحسنين,22,91
2633,17,اقْتَرَبَ,Aqtarabo,22,الحج,Al-Hajj,The Pilgrimage,https://quran.com/22/38,Medani,38,"Verily Allah will defend (from ill) those who believe: verily, Allah loveth not any that is a traitor to faith, or show ingratitude.",إِنَّ اللَّهَ يُدَافِعُ عَنِ الَّذِينَ آمَنُوا ۗ إِنَّ اللَّهَ لَا يُحِبُّ كُلَّ خَوَّانٍ كَفُورٍ,إن الله يدافع عن الذين آمنوا ۗ إن الله لا يحب كل خوانٍ كفورٍ,14,47
2634,17,اقْتَرَبَ,Aqtarabo,22,الحج,Al-Hajj,The Pilgrimage,https://quran.com/22/39,Medani,39,"To those against whom war is made, permission is given (to fight), because they are wronged;- and verily, Allah is most powerful for their aid;-",أُذِنَ لِلَّذِينَ يُقَاتَلُونَ بِأَنَّهُمْ ظُلِمُوا ۚ وَإِنَّ اللَّهَ عَلَىٰ نَصْرِهِمْ لَقَدِيرٌ,أذن للذين يقاتلون بأنهم ظلموا ۚ وإن الله على نصرهم لقدير,11,46
2635,17,اقْتَرَبَ,Aqtarabo,22,الحج,Al-Hajj,The Pilgrimage,https://quran.com/22/40,Medani,40,"(They are) those who have been expelled from their homes in defiance of right,- (for no cause) except that they say, ""our Lord is Allah"". Did not Allah check one set of people by means of another, there would surely have been pulled down monasteries, churches, synagogues, and mosques, in which the name of Allah is commemorated in abundant measure. Allah will certainly aid those who aid his (cause);- for verily Allah is full of Strength, Exalted in Might, (able to enforce His Will).",الَّذِينَ أُخْرِجُوا مِنْ دِيَارِهِمْ بِغَيْرِ حَقٍّ إِلَّا أَنْ يَقُولُوا رَبُّنَا اللَّهُ ۗ وَلَوْلَا دَفْعُ اللَّهِ النَّاسَ بَعْضَهُمْ بِبَعْضٍ لَهُدِّمَتْ صَوَامِعُ وَبِيَعٌ وَصَلَوَاتٌ وَمَسَاجِدُ يُذْكَرُ فِيهَا اسْمُ اللَّهِ كَثِيرًا ۗ وَلَيَنْصُرَنَّ اللَّهُ مَنْ يَنْصُرُهُ ۗ إِنَّ اللَّهَ لَقَوِيٌّ عَزِيزٌ,الذين أخرجوا من ديارهم بغير حق إلا أن يقولوا ربنا الله ۗ ولولا دفع الله الناس بعضهم ببعضٍ لهدمت صوامع وبيع وصلوات ومساجد يذكر فيها اسم الله كثيرًا ۗ ولينصرن الله من ينصره ۗ إن الله لقوي عزيز,38,153
2636,17,اقْتَرَبَ,Aqtarabo,22,الحج,Al-Hajj,The Pilgrimage,https://quran.com/22/41,Medani,41,"(They are) those who, if We establish them in the land, establish regular prayer and give regular charity, enjoin the right and forbid wrong: with Allah rests the end (and decision) of (all) affairs.",الَّذِينَ إِنْ مَكَّنَّاهُمْ فِي الْأَرْضِ أَقَامُوا الصَّلَاةَ وَآتَوُا الزَّكَاةَ وَأَمَرُوا بِالْمَعْرُوفِ وَنَهَوْا عَنِ الْمُنْكَرِ ۗ وَلِلَّهِ عَاقِبَةُ الْأُمُورِ,الذين إن مكناهم في الأرض أقاموا الصلاة وآتوا الزكاة وأمروا بالمعروف ونهوا عن المنكر ۗ ولله عاقبة الأمور,18,86
2637,17,اقْتَرَبَ,Aqtarabo,22,الحج,Al-Hajj,The Pilgrimage,https://quran.com/22/42,Medani,42,"If they treat thy (mission) as false, so did the peoples before them (with their prophets),- the People of Noah, and 'Ad and Thamud;",وَإِنْ يُكَذِّبُوكَ فَقَدْ كَذَّبَتْ قَبْلَهُمْ قَوْمُ نُوحٍ وَعَادٌ وَثَمُودُ,وإن يكذبوك فقد كذبت قبلهم قوم نوحٍ وعاد وثمود,9,37
2638,17,اقْتَرَبَ,Aqtarabo,22,الحج,Al-Hajj,The Pilgrimage,https://quran.com/22/43,Medani,43,Those of Abraham and Lut;,وَقَوْمُ إِبْرَاهِيمَ وَقَوْمُ لُوطٍ,وقوم إبراهيم وقوم لوطٍ,4,19
2639,17,اقْتَرَبَ,Aqtarabo,22,الحج,Al-Hajj,The Pilgrimage,https://quran.com/22/44,Medani,44,"And the Companions of the Madyan People; and Moses was rejected (in the same way). But I granted respite to the Unbelievers, and (only) after that did I punish them: but how (terrible) was my rejection (of them)!",وَأَصْحَابُ مَدْيَنَ ۖ وَكُذِّبَ مُوسَىٰ فَأَمْلَيْتُ لِلْكَافِرِينَ ثُمَّ أَخَذْتُهُمْ ۖ فَكَيْفَ كَانَ نَكِيرِ,وأصحاب مدين ۖ وكذب موسى فأمليت للكافرين ثم أخذتهم ۖ فكيف كان نكير,13,53
2640,17,اقْتَرَبَ,Aqtarabo,22,الحج,Al-Hajj,The Pilgrimage,https://quran.com/22/45,Medani,45,"How many populations have We destroyed, which were given to wrong-doing? They tumbled down on their roofs. And how many wells are lying idle and neglected, and castles lofty and well-built?",فَكَأَيِّنْ مِنْ قَرْيَةٍ أَهْلَكْنَاهَا وَهِيَ ظَالِمَةٌ فَهِيَ خَاوِيَةٌ عَلَىٰ عُرُوشِهَا وَبِئْرٍ مُعَطَّلَةٍ وَقَصْرٍ مَشِيدٍ,فكأين من قريةٍ أهلكناها وهي ظالمة فهي خاوية على عروشها وبئرٍ معطلةٍ وقصرٍ مشيدٍ,14,66
2641,17,اقْتَرَبَ,Aqtarabo,22,الحج,Al-Hajj,The Pilgrimage,https://quran.com/22/46,Medani,46,"Do they not travel through the land, so that their hearts (and minds) may thus learn wisdom and their ears may thus learn to hear? Truly it is not their eyes that are blind, but their hearts which are in their breasts.",أَفَلَمْ يَسِيرُوا فِي الْأَرْضِ فَتَكُونَ لَهُمْ قُلُوبٌ يَعْقِلُونَ بِهَا أَوْ آذَانٌ يَسْمَعُونَ بِهَا ۖ فَإِنَّهَا لَا تَعْمَى الْأَبْصَارُ وَلَٰكِنْ تَعْمَى الْقُلُوبُ الَّتِي فِي الصُّدُورِ,أفلم يسيروا في الأرض فتكون لهم قلوب يعقلون بها أو آذان يسمعون بها ۖ فإنها لا تعمى الأبصار ولكن تعمى القلوب التي في الصدور,24,98
2642,17,اقْتَرَبَ,Aqtarabo,22,الحج,Al-Hajj,The Pilgrimage,https://quran.com/22/47,Medani,47,Yet they ask thee to hasten on the Punishment! But Allah will not fail in His Promise. Verily a Day in the sight of thy Lord is like a thousand years of your reckoning.,وَيَسْتَعْجِلُونَكَ بِالْعَذَابِ وَلَنْ يُخْلِفَ اللَّهُ وَعْدَهُ ۚ وَإِنَّ يَوْمًا عِنْدَ رَبِّكَ كَأَلْفِ سَنَةٍ مِمَّا تَعُدُّونَ,ويستعجلونك بالعذاب ولن يخلف الله وعده ۚ وإن يومًا عند ربك كألف سنةٍ مما تعدون,15,63
2643,17,اقْتَرَبَ,Aqtarabo,22,الحج,Al-Hajj,The Pilgrimage,https://quran.com/22/48,Medani,48,"And to how many populations did I give respite, which were given to wrong-doing? in the end I punished them. To me is the destination (of all).",وَكَأَيِّنْ مِنْ قَرْيَةٍ أَمْلَيْتُ لَهَا وَهِيَ ظَالِمَةٌ ثُمَّ أَخَذْتُهَا وَإِلَيَّ الْمَصِيرُ,وكأين من قريةٍ أمليت لها وهي ظالمة ثم أخذتها وإلي المصير,11,46
2644,17,اقْتَرَبَ,Aqtarabo,22,الحج,Al-Hajj,The Pilgrimage,https://quran.com/22/49,Medani,49,"Say: ""O men! I am (sent) to you only to give a Clear Warning:",قُلْ يَا أَيُّهَا النَّاسُ إِنَّمَا أَنَا لَكُمْ نَذِيرٌ مُبِينٌ,قل يا أيها الناس إنما أنا لكم نذير مبين,9,31
2645,17,اقْتَرَبَ,Aqtarabo,22,الحج,Al-Hajj,The Pilgrimage,https://quran.com/22/50,Medani,50,"""Those who believe and work righteousness, for them is forgiveness and a sustenance most generous.",فَالَّذِينَ آمَنُوا وَعَمِلُوا الصَّالِحَاتِ لَهُمْ مَغْفِرَةٌ وَرِزْقٌ كَرِيمٌ,فالذين آمنوا وعملوا الصالحات لهم مغفرة ورزق كريم,8,41
2646,17,اقْتَرَبَ,Aqtarabo,22,الحج,Al-Hajj,The Pilgrimage,https://quran.com/22/51,Medani,51,"""But those who strive against Our Signs, to frustrate them,- they will be Companions of the Fire.""",وَالَّذِينَ سَعَوْا فِي آيَاتِنَا مُعَاجِزِينَ أُولَٰئِكَ أَصْحَابُ الْجَحِيمِ,والذين سعوا في آياتنا معاجزين أولئك أصحاب الجحيم,8,41
2647,17,اقْتَرَبَ,Aqtarabo,22,الحج,Al-Hajj,The Pilgrimage,https://quran.com/22/52,Middle,52,"Never did We send a messenger or a prophet before thee, but, when he framed a desire, Satan threw some (vanity) into his desire: but Allah will cancel anything (vain) that Satan throws in, and Allah will confirm (and establish) His Signs: for Allah is full of Knowledge and Wisdom:",وَمَا أَرْسَلْنَا مِنْ قَبْلِكَ مِنْ رَسُولٍ وَلَا نَبِيٍّ إِلَّا إِذَا تَمَنَّىٰ أَلْقَى الشَّيْطَانُ فِي أُمْنِيَّتِهِ فَيَنْسَخُ اللَّهُ مَا يُلْقِي الشَّيْطَانُ ثُمَّ يُحْكِمُ اللَّهُ آيَاتِهِ ۗ وَاللَّهُ عَلِيمٌ حَكِيمٌ,وما أرسلنا من قبلك من رسولٍ ولا نبي إلا إذا تمنى ألقى الشيطان في أمنيته فينسخ الله ما يلقي الشيطان ثم يحكم الله آياته ۗ والله عليم حكيم,28,108
2648,17,اقْتَرَبَ,Aqtarabo,22,الحج,Al-Hajj,The Pilgrimage,https://quran.com/22/53,Middle,53,"That He may make the suggestions thrown in by Satan, but a trial for those in whose hearts is a disease and who are hardened of heart: verily the wrong-doers are in a schism far (from the Truth):",لِيَجْعَلَ مَا يُلْقِي الشَّيْطَانُ فِتْنَةً لِلَّذِينَ فِي قُلُوبِهِمْ مَرَضٌ وَالْقَاسِيَةِ قُلُوبُهُمْ ۗ وَإِنَّ الظَّالِمِينَ لَفِي شِقَاقٍ بَعِيدٍ,ليجعل ما يلقي الشيطان فتنةً للذين في قلوبهم مرض والقاسية قلوبهم ۗ وإن الظالمين لفي شقاقٍ بعيدٍ,17,78
2649,17,اقْتَرَبَ,Aqtarabo,22,الحج,Al-Hajj,The Pilgrimage,https://quran.com/22/54,Middle,54,"And that those on whom knowledge has been bestowed may learn that the (Qur'an) is the Truth from thy Lord, and that they may believe therein, and their hearts may be made humbly (open) to it: for verily Allah is the Guide of those who believe, to the Straight Way.",وَلِيَعْلَمَ الَّذِينَ أُوتُوا الْعِلْمَ أَنَّهُ الْحَقُّ مِنْ رَبِّكَ فَيُؤْمِنُوا بِهِ فَتُخْبِتَ لَهُ قُلُوبُهُمْ ۗ وَإِنَّ اللَّهَ لَهَادِ الَّذِينَ آمَنُوا إِلَىٰ صِرَاطٍ مُسْتَقِيمٍ,وليعلم الذين أوتوا العلم أنه الحق من ربك فيؤمنوا به فتخبت له قلوبهم ۗ وإن الله لهاد الذين آمنوا إلى صراطٍ مستقيمٍ,22,92
2650,17,اقْتَرَبَ,Aqtarabo,22,الحج,Al-Hajj,The Pilgrimage,https://quran.com/22/55,Middle,55,"Those who reject Faith will not cease to be in doubt concerning (Revelation) until the Hour (of Judgment) comes suddenly upon them, or there comes to them the Penalty of a Day of Disaster.",وَلَا يَزَالُ الَّذِينَ كَفَرُوا فِي مِرْيَةٍ مِنْهُ حَتَّىٰ تَأْتِيَهُمُ السَّاعَةُ بَغْتَةً أَوْ يَأْتِيَهُمْ عَذَابُ يَوْمٍ عَقِيمٍ,ولا يزال الذين كفروا في مريةٍ منه حتى تأتيهم الساعة بغتةً أو يأتيهم عذاب يومٍ عقيمٍ,16,68
2651,17,اقْتَرَبَ,Aqtarabo,22,الحج,Al-Hajj,The Pilgrimage,https://quran.com/22/56,Middle,56,On that Day of Dominion will be that of Allah: He will judge between them: so those who believe and work righteous deeds will be in Gardens of Delight.,الْمُلْكُ يَوْمَئِذٍ لِلَّهِ يَحْكُمُ بَيْنَهُمْ ۚ فَالَّذِينَ آمَنُوا وَعَمِلُوا الصَّالِحَاتِ فِي جَنَّاتِ النَّعِيمِ,الملك يومئذٍ لله يحكم بينهم ۚ فالذين آمنوا وعملوا الصالحات في جنات النعيم,13,61
2652,17,اقْتَرَبَ,Aqtarabo,22,الحج,Al-Hajj,The Pilgrimage,https://quran.com/22/57,Medani,57,"And for those who reject Faith and deny our Signs, there will be a humiliating Punishment.",وَالَّذِينَ كَفَرُوا وَكَذَّبُوا بِآيَاتِنَا فَأُولَٰئِكَ لَهُمْ عَذَابٌ مُهِينٌ,والذين كفروا وكذبوا بآياتنا فأولئك لهم عذاب مهين,8,41
2653,17,اقْتَرَبَ,Aqtarabo,22,الحج,Al-Hajj,The Pilgrimage,https://quran.com/22/58,Medani,58,"Those who leave their homes in the cause of Allah, and are then slain or die,- On them will Allah bestow verily a goodly Provision: Truly Allah is He Who bestows the best provision.",وَالَّذِينَ هَاجَرُوا فِي سَبِيلِ اللَّهِ ثُمَّ قُتِلُوا أَوْ مَاتُوا لَيَرْزُقَنَّهُمُ اللَّهُ رِزْقًا حَسَنًا ۚ وَإِنَّ اللَّهَ لَهُوَ خَيْرُ الرَّازِقِينَ,والذين هاجروا في سبيل الله ثم قتلوا أو ماتوا ليرزقنهم الله رزقًا حسنًا ۚ وإن الله لهو خير الرازقين,19,80
2654,17,اقْتَرَبَ,Aqtarabo,22,الحج,Al-Hajj,The Pilgrimage,https://quran.com/22/59,Medani,59,"Verily He will admit them to a place with which they shall be well pleased: for Allah is All-Knowing, Most Forbearing.",لَيُدْخِلَنَّهُمْ مُدْخَلًا يَرْضَوْنَهُ ۗ وَإِنَّ اللَّهَ لَعَلِيمٌ حَلِيمٌ,ليدخلنهم مدخلًا يرضونه ۗ وإن الله لعليم حليم,8,37
2655,17,اقْتَرَبَ,Aqtarabo,22,الحج,Al-Hajj,The Pilgrimage,https://quran.com/22/60,Medani,60,"That (is so). And if one has retaliated to no greater extent than the injury he received, and is again set upon inordinately, Allah will help him: for Allah is One that blots out (sins) and forgives (again and again).",ذَٰلِكَ وَمَنْ عَاقَبَ بِمِثْلِ مَا عُوقِبَ بِهِ ثُمَّ بُغِيَ عَلَيْهِ لَيَنْصُرَنَّهُ اللَّهُ ۗ إِنَّ اللَّهَ لَعَفُوٌّ غَفُورٌ,ذلك ومن عاقب بمثل ما عوقب به ثم بغي عليه لينصرنه الله ۗ إن الله لعفو غفور,17,57
2656,17,اقْتَرَبَ,Aqtarabo,22,الحج,Al-Hajj,The Pilgrimage,https://quran.com/22/61,Medani,61,"That is because Allah merges night into day, and He merges day into night, and verily it is Allah Who hears and sees (all things).",ذَٰلِكَ بِأَنَّ اللَّهَ يُولِجُ اللَّيْلَ فِي النَّهَارِ وَيُولِجُ النَّهَارَ فِي اللَّيْلِ وَأَنَّ اللَّهَ سَمِيعٌ بَصِيرٌ,ذلك بأن الله يولج الليل في النهار ويولج النهار في الليل وأن الله سميع بصير,15,60
2657,17,اقْتَرَبَ,Aqtarabo,22,الحج,Al-Hajj,The Pilgrimage,https://quran.com/22/62,Medani,62,"That is because Allah - He is the Reality; and those besides Him whom they invoke,- they are but vain Falsehood: verily Allah is He, Most High, Most Great.",ذَٰلِكَ بِأَنَّ اللَّهَ هُوَ الْحَقُّ وَأَنَّ مَا يَدْعُونَ مِنْ دُونِهِ هُوَ الْبَاطِلُ وَأَنَّ اللَّهَ هُوَ الْعَلِيُّ الْكَبِيرُ,ذلك بأن الله هو الحق وأن ما يدعون من دونه هو الباطل وأن الله هو العلي الكبير,17,60
2658,17,اقْتَرَبَ,Aqtarabo,22,الحج,Al-Hajj,The Pilgrimage,https://quran.com/22/63,Medani,63,"Seest thou not that Allah sends down rain from the sky, and forthwith the earth becomes clothed with green? for Allah is He Who understands the finest mysteries, and is well-acquainted (with them).",أَلَمْ تَرَ أَنَّ اللَّهَ أَنْزَلَ مِنَ السَّمَاءِ مَاءً فَتُصْبِحُ الْأَرْضُ مُخْضَرَّةً ۗ إِنَّ اللَّهَ لَطِيفٌ خَبِيرٌ,ألم تر أن الله أنزل من السماء ماءً فتصبح الأرض مخضرةً ۗ إن الله لطيف خبير,16,58
2659,17,اقْتَرَبَ,Aqtarabo,22,الحج,Al-Hajj,The Pilgrimage,https://quran.com/22/64,Medani,64,"To Him belongs all that is in the heavens and on earth: for verily Allah,- He is free of all wants, Worthy of all Praise.",لَهُ مَا فِي السَّمَاوَاتِ وَمَا فِي الْأَرْضِ ۗ وَإِنَّ اللَّهَ لَهُوَ الْغَنِيُّ الْحَمِيدُ,له ما في السماوات وما في الأرض ۗ وإن الله لهو الغني الحميد,13,46
2660,17,اقْتَرَبَ,Aqtarabo,22,الحج,Al-Hajj,The Pilgrimage,https://quran.com/22/65,Medani,65,"Seest thou not that Allah has made subject to you (men) all that is on the earth, and the ships that sail through the sea by His Command? He withholds the sky (rain) from failing on the earth except by His leave: for Allah is Most Kind and Most Merciful to man.",أَلَمْ تَرَ أَنَّ اللَّهَ سَخَّرَ لَكُمْ مَا فِي الْأَرْضِ وَالْفُلْكَ تَجْرِي فِي الْبَحْرِ بِأَمْرِهِ وَيُمْسِكُ السَّمَاءَ أَنْ تَقَعَ عَلَى الْأَرْضِ إِلَّا بِإِذْنِهِ ۗ إِنَّ اللَّهَ بِالنَّاسِ لَرَءُوفٌ رَحِيمٌ,ألم تر أن الله سخر لكم ما في الأرض والفلك تجري في البحر بأمره ويمسك السماء أن تقع على الأرض إلا بإذنه ۗ إن الله بالناس لرءوف رحيم,28,102
2661,17,اقْتَرَبَ,Aqtarabo,22,الحج,Al-Hajj,The Pilgrimage,https://quran.com/22/66,Medani,66,"It is He Who gave you life, will cause you to die, and will again give you life: Truly man is a most ungrateful creature!",وَهُوَ الَّذِي أَحْيَاكُمْ ثُمَّ يُمِيتُكُمْ ثُمَّ يُحْيِيكُمْ ۗ إِنَّ الْإِنْسَانَ لَكَفُورٌ,وهو الذي أحياكم ثم يميتكم ثم يحييكم ۗ إن الإنسان لكفور,11,44
2662,17,اقْتَرَبَ,Aqtarabo,22,الحج,Al-Hajj,The Pilgrimage,https://quran.com/22/67,Medani,67,"To every People have We appointed rites and ceremonies which they must follow: let them not then dispute with thee on the matter, but do thou invite (them) to thy Lord: for thou art assuredly on the Right Way.",لِكُلِّ أُمَّةٍ جَعَلْنَا مَنْسَكًا هُمْ نَاسِكُوهُ ۖ فَلَا يُنَازِعُنَّكَ فِي الْأَمْرِ ۚ وَادْعُ إِلَىٰ رَبِّكَ ۖ إِنَّكَ لَعَلَىٰ هُدًى مُسْتَقِيمٍ,لكل أمةٍ جعلنا منسكًا هم ناسكوه ۖ فلا ينازعنك في الأمر ۚ وادع إلى ربك ۖ إنك لعلى هدًى مستقيمٍ,20,74
2663,17,اقْتَرَبَ,Aqtarabo,22,الحج,Al-Hajj,The Pilgrimage,https://quran.com/22/68,Medani,68,"If they do wrangle with thee, say, ""Allah knows best what it is ye are doing.""",وَإِنْ جَادَلُوكَ فَقُلِ اللَّهُ أَعْلَمُ بِمَا تَعْمَلُونَ,وإن جادلوك فقل الله أعلم بما تعملون,7,29
2664,17,اقْتَرَبَ,Aqtarabo,22,الحج,Al-Hajj,The Pilgrimage,https://quran.com/22/69,Medani,69,"""Allah will judge between you on the Day of Judgment concerning the matters in which ye differ.""",اللَّهُ يَحْكُمُ بَيْنَكُمْ يَوْمَ الْقِيَامَةِ فِيمَا كُنْتُمْ فِيهِ تَخْتَلِفُونَ,الله يحكم بينكم يوم القيامة فيما كنتم فيه تختلفون,9,41
2665,17,اقْتَرَبَ,Aqtarabo,22,الحج,Al-Hajj,The Pilgrimage,https://quran.com/22/70,Medani,70,"Knowest thou not that Allah knows all that is in heaven and on earth? Indeed it is all in a Record, and that is easy for Allah.",أَلَمْ تَعْلَمْ أَنَّ اللَّهَ يَعْلَمُ مَا فِي السَّمَاءِ وَالْأَرْضِ ۗ إِنَّ ذَٰلِكَ فِي كِتَابٍ ۚ إِنَّ ذَٰلِكَ عَلَى اللَّهِ يَسِيرٌ,ألم تعلم أن الله يعلم ما في السماء والأرض ۗ إن ذلك في كتابٍ ۚ إن ذلك على الله يسير,20,63
2666,17,اقْتَرَبَ,Aqtarabo,22,الحج,Al-Hajj,The Pilgrimage,https://quran.com/22/71,Medani,71,"Yet they worship, besides Allah, things for which no authority has been sent down to them, and of which they have (really) no knowledge: for those that do wrong there is no helper.",وَيَعْبُدُونَ مِنْ دُونِ اللَّهِ مَا لَمْ يُنَزِّلْ بِهِ سُلْطَانًا وَمَا لَيْسَ لَهُمْ بِهِ عِلْمٌ ۗ وَمَا لِلظَّالِمِينَ مِنْ نَصِيرٍ,ويعبدون من دون الله ما لم ينزل به سلطانًا وما ليس لهم به علم ۗ وما للظالمين من نصيرٍ,19,66
